Feedback_ID,Feedback_Text,Sentiment
371,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
372,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
373,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
374,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
375,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
376,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
377,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
378,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
379,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
380,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
381,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
382,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
383,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
384,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
385,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
386,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
387,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
388,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
389,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
390,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
391,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
392,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
393,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
394,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
395,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
396,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
397,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
398,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
399,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
400,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
401,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
402,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
403,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
404,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
405,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
406,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
407,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
408,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
409,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
410,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
411,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
412,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
413,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
414,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
415,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
416,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
417,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
418,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
419,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
420,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
421,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
422,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
423,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
424,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
425,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
426,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
427,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
428,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
429,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
430,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
431,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
432,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
433,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
434,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
435,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
436,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
437,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
438,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
439,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
440,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
441,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
442,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
443,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
444,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
445,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
446,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
447,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
448,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
449,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
450,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
451,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
452,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
453,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
454,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
455,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
456,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
457,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
458,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
459,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
460,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
461,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
462,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
463,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
464,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
465,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
466,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
467,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
468,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
469,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
470,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
471,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
472,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
473,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
474,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
475,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
476,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
477,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
478,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
479,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
480,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
481,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
482,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
483,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
484,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
485,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
486,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
487,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
488,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
489,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
490,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
491,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
492,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
493,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
494,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
495,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
496,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
497,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
498,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
499,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
500,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
501,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
502,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
503,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
504,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
505,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
506,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
507,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
508,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
509,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
510,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
511,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
512,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
513,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
514,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
515,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
516,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
517,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
518,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
519,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
520,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
521,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
522,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
523,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
524,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
525,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
526,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
527,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
528,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
529,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
530,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
531,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
532,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
533,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
534,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
535,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
536,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
537,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
538,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
539,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
540,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
541,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
542,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
543,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
544,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
545,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
546,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
547,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
548,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
549,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
550,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
551,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
552,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
553,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
554,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
555,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
556,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
557,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
558,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
559,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
560,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
561,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
562,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
563,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
564,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
565,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
566,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
567,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
568,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
569,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
570,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
571,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
572,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
573,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
574,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
575,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
576,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
577,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
578,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
579,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
580,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
581,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
582,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
583,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
584,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
585,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
586,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
587,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
588,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
589,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
590,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
591,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
592,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
593,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
594,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
595,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
596,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
597,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
598,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
599,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
600,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
601,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
602,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
603,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
604,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
605,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
606,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
607,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
608,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
609,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
610,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
611,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
612,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
613,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
614,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
615,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
616,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
617,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
618,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
619,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
620,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
621,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
622,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
623,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
624,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
625,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
626,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
627,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
628,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
629,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
630,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
631,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
632,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
633,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
634,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
635,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
636,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
637,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
638,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
639,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
640,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
641,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
642,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
643,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
644,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
645,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
646,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
647,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
648,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
649,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
650,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
651,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
652,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
653,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
654,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
655,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
656,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
657,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
658,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
659,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
660,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
661,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
662,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
663,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
664,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
665,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
666,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
667,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
668,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
669,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
670,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
671,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
672,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
673,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
674,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
675,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
676,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
677,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
678,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
679,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
680,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
681,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
682,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
683,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
684,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
685,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
686,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
687,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
688,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
689,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
690,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
691,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
692,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
693,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
694,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
695,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
696,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
697,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
698,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
699,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
700,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
701,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
702,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
703,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
704,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
705,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
706,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
707,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
708,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
709,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
710,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
711,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
712,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
713,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
714,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
715,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
716,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
717,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
718,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
719,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
720,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
721,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
722,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
723,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
724,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
725,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
726,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
727,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
728,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
729,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
730,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
731,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
732,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
733,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
734,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
735,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
736,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
737,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
738,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
739,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
740,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
